ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2020,1,"12,640",600,"83,421",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,2,"13,459",600,"88,831",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,3,"28,539",600,"188,356",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,4,"55,713",600,"323,135",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,5,"103,120","7,500","598,096","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,6,"201,156","7,500","1,165,036","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,7,"493,971","7,500","2,470,139","7,500",0,307,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,8,"681,746","7,500","3,395,169","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,9,"500,320","7,500","2,492,205","7,500",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,10,"480,859","6,000","2,874,780","6,000",0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,11,"76,251",600,"457,504",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,12,"21,260",600,"127,562",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2020,"2,669,034","47,100","14,264,234","47,100",0,307,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,1,"20,268",600,"133,769",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,2,"16,123",600,"106,413",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,3,"38,060",600,"251,199",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,4,"110,096",600,"638,557",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,5,"324,654","7,500","2,168,850","7,500",0,19,"7,992","2,460",0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,6,"661,919","7,500","4,505,504","7,500",0,294,"16,794","7,186",161,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,7,"782,146","7,500","4,927,236","7,500",0,205,"27,930","9,880",390,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,8,"795,437","7,500","4,991,696","7,500",0,419,"28,405","8,986",534,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,9,"667,301","7,500","4,096,436","7,500",0,446,"19,035","8,854",386,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,10,"557,624","6,000","3,649,594","6,000",0,224,"7,602","3,306",141,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,11,"81,089",600,"486,535",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,12,"14,381",600,"86,285",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,1,"10,411",600,"68,714",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,2,"13,045",600,"86,098",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,3,"22,476",600,"148,339",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,4,"105,126",600,"609,731",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,5,"327,466","7,500","2,324,994","7,500",0,46,"11,425","3,335",83,0,717,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,6,"603,023","7,500","4,551,580","7,500",0,168,"26,065","10,517",304,0,"1,597",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,7,"791,358","7,500","5,282,410","7,500",0,285,"34,279","12,171",426,0,"2,907",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,8,"785,236","7,500","5,187,635","7,500",0,493,"33,971","10,550",299,0,"2,322",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,9,"697,292","7,500","4,379,256","7,500",0,414,"22,110","9,655",261,0,"1,279",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,10,"521,646","6,000","3,480,420","6,000",0,478,"8,333","3,419",99,0,668,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,11,"70,675",600,"424,050",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,12,"22,506",600,"135,036",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,1,"28,462",0,"89,937",0,0,0,48,142,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,2,"42,416",0,"153,428",0,0,0,641,444,6,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,3,"81,623",0,"279,597",0,0,0,597,726,28,0,96,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,4,0,0,0,0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,5,"13,832",0,"41,496",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,6,"163,699",0,"491,098",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,7,"193,824",0,"630,813",0,0,0,"1,058",770,0,0,228,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,8,"164,539",0,"600,106",0,0,0,"2,068","1,874",0,0,495,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,9,"203,866",0,"752,195",0,0,0,"2,740","2,406",0,0,712,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,10,"177,864",0,"650,219",0,0,0,"1,896","2,294",0,0,669,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,11,"103,916",0,"398,570",0,0,0,"1,142","1,771",0,0,704,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,12,"64,042",0,"201,400",0,0,0,192,194,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,1,"48,725",0,"146,174",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,2,"53,986",0,"161,957",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,3,"151,077",0,"489,725",0,0,0,664,518,0,0,338,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,4,"193,914",0,"699,058",0,0,0,"1,863","2,465",38,0,522,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,5,"225,789",0,"762,232",0,0,0,"1,493","1,458",60,0,525,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,6,"238,499",0,"803,670",0,0,0,"1,636","1,461",56,0,521,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,7,"211,928",0,"718,285",0,0,0,"1,536","1,293",20,0,588,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,8,"167,686",0,"620,902",0,0,0,"2,279","1,779",33,0,819,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,9,"193,002",0,"690,157",0,0,0,"1,415","2,120",37,0,"1,060",Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,10,"169,983",0,"618,457",0,0,0,"1,166","2,081",42,0,"1,232",Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,11,"98,362",0,"374,501",0,0,0,"1,159","1,661",26,0,463,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,12,"53,914",0,"187,126",0,0,0,535,458,0,0,64,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,1,"40,621",0,"144,789",0,0,0,430,526,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,2,"51,568",0,"168,389",0,0,0,257,302,11,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,3,"141,866",0,"463,840",0,0,0,645,575,36,0,337,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,4,"148,996",0,"616,374",0,0,0,"1,852","3,559",61,0,"1,586",Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,5,"172,114",0,"633,420",0,0,0,"1,355","2,252",92,0,"1,179",Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,6,"171,859",0,"625,563",0,0,0,"1,966","1,844",11,0,762,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,7,"158,925",0,"597,413",0,0,0,"1,906","2,138",21,0,961,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,8,"142,790",0,"539,406",0,0,0,"1,696","2,314",14,0,603,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,9,"158,728",0,"590,489",0,0,0,"1,539","2,379",8,0,837,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,10,"146,986",0,"540,749",0,0,0,"1,332","1,956",11,0,859,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,11,"83,239",0,"349,432",0,0,0,"1,690","1,999",5,0,461,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,12,"42,960",0,"143,730",0,0,0,245,372,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Badlands NP,BADL,National Park,Midwest ,SD,2020,1,"10,145","2,066","39,577","2,066",0,0,0,0,1,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,2,"9,979","1,976","39,171","1,976",0,0,3,1,17,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,3,"17,183","2,486","68,502","2,486",0,0,37,3,84,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,4,"17,290","3,070","74,929","3,070",20,375,71,17,142,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,5,"55,637","6,280","257,280","6,280",641,"1,667",395,49,606,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,6,"167,784","7,780","725,614","7,780","1,919","2,358",773,122,766,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,7,"238,875","8,230","1,003,384","8,230","1,745","2,442",766,122,906,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,8,"220,523","8,530","924,852","8,530","1,294","2,407",771,99,830,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,9,"109,186","6,806","485,695","6,806",964,"2,394",687,147,797,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,10,"40,508","4,030","190,680","4,030",741,"1,419",167,107,291,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,11,"18,926","2,530","75,901","2,530",0,34,59,19,62,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2020,12,"10,896","2,200","42,962","2,200",0,13,10,4,12,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2020,"916,932","55,984","3,928,547","27,992","7,324","13,109","3,739",690,"4,514",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,1,"14,899","2,066","58,551","2,066",0,12,12,2,11,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,2,"11,350","1,976","44,395","1,976",0,2,4,0,5,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,3,"28,182","2,486","112,251","2,486",0,50,25,17,103,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,4,"42,749","3,070","185,344","3,070",239,914,128,46,225,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,5,"109,764","6,280","490,731","6,280","1,543","2,601",365,79,633,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,6,"256,041","7,780","1,075,480","7,780","2,002","2,844",750,137,677,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,7,"288,004","8,230","1,202,236","8,230","2,191","2,930",693,96,675,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,8,"236,282","8,530","989,876","8,530","1,936","2,912",290,26,534,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,9,"138,477","6,806","609,072","6,806","1,521","2,803",757,215,455,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,10,"66,941","4,030","298,175","4,030","1,236","1,510",155,47,144,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,11,"23,432","2,530","92,898","2,530",0,28,13,23,62,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,12,"8,105","2,200","31,765","2,200",0,1,2,0,10,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,1,"12,671","2,066","49,452","2,066",0,1,0,0,2,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,2,"12,866","1,976","50,299","1,976",0,1,4,4,1,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,3,"25,276","2,486","100,243","2,486",0,33,47,11,48,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,4,"34,943","3,070","145,842","3,070",237,436,34,44,46,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,5,"98,542","6,280","439,333","6,280","1,574","2,237",328,104,342,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,6,"204,969","7,780","870,887","7,780","1,944","2,817",529,129,540,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,7,"224,054","8,230","945,931","8,230","2,132","2,705",791,53,329,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
